function,QP::QActiveDummy::init,halstead_time,72.908,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_vocabulary,27,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_volume,228.235,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,max_cases_in_switch,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,max_catch_handlers_in_try,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,max_if_else_chain_paths,2,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,max_loop_nesting_depth,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,max_scope_nesting_depth,2,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,npath,3,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_backward_goto_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_calls,7,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_catch_handlers,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_code_lines,12,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_comment_lines,5,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_control_stmts,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_do_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_else,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_empty_lines,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_expr_stmts,10,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_for_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_forward_goto_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_global_vars_referenced,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_if_stmts,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_instance_data_members_read,1,..\..\src\qs\qutest.cpp:174:20
